name,objID
587722982281642176,1237671764786217114
587722982281969870,1237648703506874577
587722982282362902,1237648703507267601
587722982282363041,1237648703507267726
587722982282821773,1237648703507726524
587722982283346153,1237648703508250806
587722982283870335,1237648703508775019
587722982283935800,1237648703508840497
587722982284001448,1237648720164028977
587722982284460121,1237648703509364815
587722982284656785,1237648703509561498
587722982284656858,1237648703509561593
587722982284787742,1237648703509692605
587722982284853290,1237648703509758113
587722982284918989,1237648703509823748
587722982285181067,1237648703510085765
587722982285508856,1237648703510413537
587722982285770904,1237648703510675592
587722982285770915,1237648703510675607
587722982285836460,1237648703510741170
587722982285836472,1237648703510741181
587722982286098643,1237648703511003385
587722982286229674,1237648703511134460
587722982286295242,1237648720166322428
587722982286360622,1237648703511265325
587722982286491854,1237648703511396543
587722982286885097,1237648703511789799
587722982286950556,1237648703511855251
587722982287212662,1237648703512117354
587722982287999287,1237671990268592281
587722982288261383,1237648703513166052
587722982289440995,1237648703514345703
587722982289768687,1237648703514673372
587722982289834170,1237648703514738840
587722982289965171,1237648703514869875
587722982290555064,1237648703515459761
587722982290686116,1237674601605103930
587722982290751667,1237648703515656353
587722982290817087,1237648703515721857
587722982291013790,1237648703515918471
587722982291144933,1237648703516049645
587722982291341564,1237648703516246285
587722982291472614,1237648703516377341
587722982291669173,1237674603216568559
587722982291800248,1237648703516704931
587722982292127882,1237648703517032578
587722982292455638,1237648703517360331
587722982292455684,1237648703517360387
587722982292455698,1237648703517360413
587722982292848784,1237648703517753469
587722982292914353,1237648720172941554
587722982293242003,1237648703518146680
587722982293373244,1237648703518277948
587722982293700737,1237648703518605412
587722982293766175,1237648703518670866
587722982293766321,1237648703518671010
587722982293831865,1237648703518736576
587722982293897555,1237648703518802222
587722982294094070,1237648703518998792
587722982294356281,1237648703519261064
587722982294618357,1237648703519523051
587722982294815105,1237648703519719802
587722982296191191,1237648720176218345
587722982296453497,1237648703521358187
587722982297633240,1237648703522537881
587722982297764164,1237648703522668801
587722982298222873,1237648703523127559
587722982298222892,1237648703523127580
587722982298288351,1237655693553697117
587722982298484915,1237648703523389611
587722982298485083,1237648703523389780
587722982298485120,1237648703523389807
587722982298550739,1237648703523455050
587722982298615895,1237648703523520594
587722982299271230,1237648703524175948
587722982299402545,1237648703524307215
587722982299730182,1237648703524634840
587722982299992357,1237648703524897061
587722982300123441,1237648703525028152
587722982300188909,1237648703525093659
587722982300320116,1237648703525224767
587722982300844287,1237648703525749017
587722982301106484,1237648703526011178
587722982302285839,1237648703527190540
587722982302482893,1237648703527387582
587722982807306406,1237674649922240667
587722982807896069,1237674649922764809
587722982808289413,1237674649923158223
587722982808486013,1237674649923354797
587722982808617067,1237674649923485890
587722982808617101,1237674649923485927
587722982809141394,1237674649924075615
587722982809600053,1237674649924468900
587722982809600068,1237674649924468767
587722982809731137,1237674649924599926
587722982809796673,1237674649924665441
587722982809927801,1237674649924796558
587722982810714225,1237674649925583020
587722982812483718,1237671140407312700
587722982812549180,1237674649927417967
587722982812680304,1237674649927549145
587722982812745914,1237674649927680131
587722982812811394,1237674649927680190
587722982813139122,1237674649928007798
587722982813204559,1237674649928073308
587722982813401198,1237674649928270041
587722982813466720,1237674649928335500
587722982813663333,1237674649928532220
587722982813925514,1237674649928794307
587722982814122096,1237674649929056342
587722982814187633,1237674649929121868
587722982814253118,1237674649929121907
587722982814842970,1237674649929711751
587722982814842980,1237674649929711764
587722982814908543,1237674649929842783
587722982814974200,1237674649929843040
587722982815039615,1237674649929908498
587722982815105082,1237674649929973864
587722982815301820,1237648704040206575
587722982815563973,1237648704040468676
587722982815563980,1237648704040468681
587722982815694892,1237648704040599577
587722982816350375,1237648704041255080
587722982816350395,1237648704041255115
587722982816546949,1237648720696574131
587722982816546954,1237648704041451660
587722982816546965,1237648704041451669
587722982817202308,1237648704042106990
587722982817988875,1237648704042893537
587722982818054327,1237648704042959016
587722982818906242,1237671763712671983
587722982818971756,1237671763712737434
587722982819037412,1237648704043942113
587722982819037422,1237648704043942125
587722982819233935,1237648704044138611
587722982819627098,1237648704044531800
587722982820872442,1237648704045777139
587722982821462170,1237648704046366849
587722982821658840,1237648704046563546
587722982821855455,1237648704046760145
587722982822379598,1237648704047284450
587722982823035108,1237648704047939897
587722982823231625,1237648704048136394
587722982823297250,1237648704048201928
587722982823690453,1237648704048595089
587722982824083553,1237648704048988237
587722982824542459,1237648704049447112
587722982825263364,1237648704050168054
587722982825328817,1237648704050233524
587722982825459983,1237648704050364654
587722982825984222,1237648704050888895
587722982826639517,1237648704051544257
587722982826639571,1237648704051544311
587722982827491448,1237648704052396136
587722982828146791,1237648704053051481
587722982828343454,1237648704053248148
587722982828540081,1237674603753373872
587722982828540097,1237648704053444828
587722982828540115,1237674603753308608
587722982828540196,1237648704053444939
587722982828540287,1237674603753373926
587722982828605660,1237674603753439369
587722982828605803,1237674603753439577
587722982828671215,1237674603753505048
587722982828671222,1237648704053575920
587722982828736774,1237648704053641511
587722982828933278,1237674604290572553
587722982829064463,1237648704053969210
587722982829195290,1237648704054099996
587722982829326561,1237648704054231121
587722982829457507,1237648704054362212
587722982829523066,1237648704054427792
587722982829654212,1237648704054558925
587722982829654258,1237648704054558970
587722982829654318,1237648704054559031
587722982829719806,1237648704054624486
587722982829785316,1237648704054689998
587722982829785333,1237648704054690020
587722982830309656,1237648704055214369
587722982830440774,1237648704055345435
587722982830768331,1237648704055673038
587722982830768429,1237648704055673147
587722982830833846,1237648704055738508
587722982830899216,1237648704055803918
587722982831030679,1237648704055935375
587722982831096120,1237648704056000926
587722982831096167,1237648704056000951
587722982832210267,1237648704057114946
587722982832668797,1237648704057573499
587722982833062177,1237648704057966842
587722982833193323,1237648704058097989
587722982834044995,1237648704058949875
587722982834307485,1237648704059212136
587722982834438439,1237648704059343146
587722982834438448,1237648704059343157
587722982834438583,1237648704059343305
587722982834700487,1237648704059605400
587722982834766257,1237648704059671008
587722982834897310,1237648704059802091
587722982835159390,1237648704060064200
587722982835224887,1237648704060129355
587722982835225026,1237648704060129781
587722982835290270,1237648704060194961
587722982835421548,1237648704060326281
587722982835945853,1237648704060850517
587722982836207968,1237648704061112624
587722982836470179,1237648704061374853
587722982836732165,1237648704061636852
587722982836732400,1237648704061637137
587722982836863489,1237648704061768179
587722982837453173,1237648704062357868
587722982838239642,1237648704063144456
587722982838894902,1237648704063799623
587722983344177341,1237674650459046092
587722983344898329,1237674650459767439
587722983345029243,1237674650459898060
587722983345488015,1237674650460356829
587722983345881196,1237674650460749985
587722983345881210,1237674650460750001
587722983345881212,1237674650460750003
587722983345946725,1237674650460815476
587722983345946828,1237674650460815610
587722983346077803,1237674650461012022
587722983346471034,1237674650461339852
587722983346602085,1237648704571506871
587722983346667580,1237654670281605274
587722983346667631,1237654670281539736
587722983346733150,1237674650461601990
587722983346864261,1237674650461733072
587722983347191915,1237674650462060678
587722983347585149,1237674650462453969
587722983347650642,1237674650462519507
587722983347912792,1237674650462781584
587722983348961456,1237671141480988935
587722983349289083,1237674650464157877
587722983349354693,1237671140407443727
587722983349616695,1237671139870703883
587722983349747887,1237674650464682249
587722983350337642,1237674650465206439
587722983350403204,1237674650465272044
587722983350468700,1237674650465337548
587722983350468761,1237674650465337643
587722983351386265,1237674650466255112
587722983351451767,1237674650466320568
587722983352041568,1237648704576946262
587722983352172675,1237648704577077373
587722983352565855,1237648704577470554
587722983352631480,1237648704577536269
587722983352631494,1237648704577536220
587722983352762532,1237648704577667254
587722983352893585,1237648704577798289
587722983352893591,1237648704577798292
587722983353024679,1237648704577929373
587722983353221227,1237648704578125946
587722983353876616,1237648704578781305
587722983354204326,1237648704579109022
587722983354204353,1237648704579109057
587722983355121836,1237648704580026528
587722983355384071,1237671764786610433
587722983355777219,1237671763712868588
587722983356039287,1237648704580943982
587722983356039315,1237648704580944013
587722983356432537,1237648704581337223
587722983356432547,1237648704581337227
587722983358267585,1237648704583172338
587722983358398607,1237648704583303489
587722983358464156,1237648704583368862
587722983358529569,1237648704583434392
587722983358857446,1237648704583762109
587722983359840441,1237648704584745117
587722983359905919,1237648704584810606
587722983359905955,1237648704584810643
587722983360364869,1237648704585269623
587722983361085535,1237648704585990404
587722983361347772,1237648704586252477
587722983361413311,1237648704586318001
587722983362134277,1237648704587038932
587722983362134344,1237648704587039013
587722983362986125,1237648704587890794
587722983363117092,1237648704588021799
587722983363117269,1237648704588022003
587722983363117368,1237648704588022125
587722983363772672,1237648704588677473
587722983363903721,1237648704588808384
587722983364296728,1237648704589201428
587722983365148935,1237648704590053657
587722983365214346,1237648704590119052
587722983365411051,1237648704590315737
587722983365738649,1237648704590643334
587722983365738662,1237648704590643354
587722983365738730,1237648704590643430
587722983366131759,1237648704591036452
587722983366328459,1237648704591233172
587722983366394027,1237648704591298760
587722983366459598,1237648704591364292
587722983366721714,1237648704591626407
587722983366983953,1237648704591888651
587722983367901477,1237648704592806164
587722983368360227,1237648704593264980
587722983369277551,1237648704594182493
587722983369474453,1237648704594379145
587722983369474506,1237648704594379191
587722983369539895,1237648704594444601
587722983369736234,1237648704594641215
587722983369933160,1237648704594837836
587722983369998697,1237648704594903410
587722983370850552,1237648704595755412
587722983371112769,1237648704596017217
587722983371702562,1237648704596607407
587722983371964650,1237648704596869359
587722983371964655,1237648704596869541
587722983372030282,1237648704596934983
587722983372161205,1237648704597066332
587722983372161412,1237648704597066203
587722983372161565,1237648704597066373
587722983372226863,1237648704597131574
587722983372751055,1237648704597655754
587722983373013485,1237648704597918164
587722983373144455,1237648704598049102
587722983373865222,1237648721253957669
587722983373930600,1237648704598835314
587722983373930836,1237648704598835567
587722983374127366,1237648721254154610
587722983374258590,1237648704599163316
587722983374324000,1237648704599229099
587722983374520627,1237648704599425394
587722983374913965,1237648704599818625
587722983375110182,1237648704600014883
587722983375110719,1237648704600015406
587722983376093577,1237648704600998249
587722983376224736,1237648704601129425
587722983376290266,1237648704601194939
587722983881703599,1237674650996637804
587722983883407439,1237674650998341642
587722983883473014,1237674650998341777
587722983883473023,1237674650998341794
587722983883538562,1237674650998407356
587722983883538564,1237674650998407363
587722983883538577,1237674650998407381
587722983883800606,1237674650998669361
587722983884062799,1237674650998931654
587722983884193873,1237674650999062663
587722983884193906,1237674650999062732
587722983884324969,1237674650999193767
587722983884718224,1237674650999587074
587722983884914806,1237674650999783612
587722983885373555,1237674651000307783
587722983886094418,1237671140944380154
587722983886356627,1237671140407640297
587722983887011966,1237674651001880758
587722983887274101,1237674651002208317
587722983887601694,1237674651002470467
587722983887863895,1237674651002732740
587722983888060475,1237674651002929242
587722983888060523,1237674651002929289
587722983888257118,1237674651003125948
587722983888322684,1237674651003191488
587722983888388279,1237674651003257101
587722983889109163,1237648705114013868
587722983889371272,1237648705114275975
587722983889502339,1237648705114407130
587722983890157683,1237648705115062376
587722983890681962,1237648705115586675
587722983890944160,1237648705115848927
587722983891402904,1237648705116307590
587722983891402945,1237648705116307637
587722983891468452,1237648705116373227
587722983891861669,1237648705116766379
587722983892451489,1237671764249936108
587722983892517006,1237671266033795146
587722983892647946,1237671763713065006
587722983892648040,1237671763713065012
587722983892844732,1237671763176194160
587722983893369027,1237648705118273769
587722983893369033,1237648705118273789
587722983895466155,1237648705120370833
587722983895924839,1237648705120829638
587722983895990466,1237648705120895153
587722983896973559,1237648705121878250
587722983897039021,1237648705121943710
587722983897235687,1237648705122140358
587722983897366715,1237648705122271406
587722983897432249,1237648705122336792
587722983897825516,1237648705122730268
587722983897956567,1237648705122861268
587722983899791506,1237648705124696302
587722983900250354,1237648705125155002
587722983900315900,1237648705125220601
587722983900577812,1237674601604251867
587722983901495420,1237648705126400119
587722983901888713,1237648705126793411
587722983901954244,1237648705126858978
587722983902019796,1237648705126924499
587722983902216340,1237674604289982750
587722983902674958,1237648705127579669
587722983903002777,1237648705127907496
587722983903330424,1237648705128169714
587722983903527246,1237648705128431941
587722983904182532,1237648705129087211
587722983904248029,1237648705129152699
587722983904706769,1237648705129611522
587722983906148463,1237648705131053137
587722983907328311,1237648705132233014
587722983907786960,1237648705132691647
587722983908245697,1237648705133150354
587722983908311227,1237655467524751493
587722983908442326,1237648705133347051
587722983908507936,1237655467524948142
587722983908573483,1237648705133478161
587722983908638828,1237648705133543544
587722983908704602,1237648705133609255
587722983908835632,1237655467525275848
587722983909359910,1237655467525800218
587722983910539400,1237648705135444154
587722983910605073,1237648705135509892
587722983910736222,1237648705135640982
587722983910801784,1237648705135706511
587722983910932824,1237648705135837564
587722983911129122,1237648705136033820
587722983911457175,1237648705136361992
587722983911653615,1237648705136558316
587722983911981381,1237648705136886060
587722983912440281,1237648721792532811
587722984418115782,1237674651533049970
587722984418181267,1237674651533050077
587722984418443309,1237674651533312064
587722984418443349,1237674651533312115
587722984418508906,1237674651533377684
587722984418574437,1237674651533443189
587722984418967633,1237674651533836367
587722984419295329,1237674651534164102
587722984419557495,1237674651534426266
587722984419885174,1237674651534753961
587722984420147322,1237674651535016198
587722984420212881,1237674651535147073
587722984420409360,1237674651535278184
587722984420409468,1237674651535343680
587722984420474954,1237674651535343713
587722984420474974,1237674651535343743
587722984420475038,1237674651535409290
587722984420606031,1237674651535474803
587722984421195936,1237674651536064694
587722984421195986,1237674651536130171
587722984421654594,1237674651536523349
587722984421720159,1237674651536588910
587722984421720194,1237674651536654527
587722984421720195,1237674651536654528
587722984421982326,1237674651536916599
587722984422047824,1237674651536916616
587722984422113326,1237674651536982092
587722984422309985,1237674651537178831
587722984422703195,1237671142018252956
587722984422703247,1237671142018187470
587722984423424075,1237671127515725906
587722984423424107,1237671127515725979
587722984424013837,1237674651538882717
587722984424538145,1237674651539406987
587722984424538184,1237674651539406941
587722984424669303,1237674651539538015
587722984424734794,1237674651539603629
587722984424734826,1237674651539669047
587722984425062525,1237674651539931235
587722984425128061,1237674651539996856
587722984425193574,1237674651540062335
587722984425193593,1237674651540062353
587722984425783392,1237648705650688085
587722984425783490,1237648705650688217
587722984426045566,1237648705650950252
587722984426176634,1237648705651081340
587722984426635346,1237648705651540047
587722984426831986,1237648705651736662
587722984426897425,1237648705651802189
587722984426897556,1237648705651802265
587722984426897557,1237648705651802266
587722984427225181,1237648705652129879
587722984427421840,1237648705652326553
587722984427552857,1237648705652457556
587722984427880569,1237648705652785286
587722984428470466,1237648705653375178
587722984428535933,1237648705653440636
587722984428732607,1237648705653637309
587722984429387944,1237671266033992002
587722984429387945,1237671266033992003
587722984429584520,1237671265497055455
587722984430305377,1237648705655210062
587722984430501912,1237648705655406721
587722984431026303,1237648705655931000
587722984431091887,1237648705655996579
587722984432074983,1237648705656979704
587722984432533627,1237648705657438343
587722984432795803,1237648705657700502
587722984432861322,1237648705657766016
587722984432992401,1237648705657897106
587722984432992441,1237648705657897139
587722984433123486,1237648705658028206
587722984433582118,1237648705658486905
587722984433582242,1237648705658486945
587722984434040934,1237648705658945612
587722984434040972,1237648705658945659
587722984434630809,1237648705659535616
587722984434761789,1237648705659666474
587722984435155205,1237671990267740354
587722984435220615,1237671956445331731
587722984436334794,1237648705661239485
587722984436859079,1237648705661763804
587722984437317789,1237648705662222464
587722984437579948,1237674602141188225
587722984437776555,1237674602678190202
587722984438038758,1237648705662943414
587722984438038800,1237674603215323275
587722984438300904,1237648705663205680
587722984438694090,1237674604289589490
587722984439546014,1237651752414871662
587722984439808103,1237648705664712805
587722984439873717,1237648705664778394
587722984439939350,1237651752415264934
587722984440135708,1237651752415395874
587722984440463382,1237648705665368137
587722984440463628,1237648705665368403
587722984440529062,1237651752415789253
587722984440660180,1237648722320752851
587722984440725793,1237648705665630502
587722984440791279,1237648705665695981
587722984440791291,1237648705665695998
587722984440791370,1237648705665695841
587722984440922293,1237648705665826971
587722984441118926,1237648705666023585
587722984441249973,1237648705666154673
587722984441511982,1237648705666416666
587722984441905382,1237648705666810073
587722984442429625,1237648705667334320
587722984442626086,1237648705667530797
587722984442954001,1237648705667858640
587722984443019391,1237648722323046600
587722984444854418,1237648705669759123
587722984445575358,1237648705670480096
587724197200920700,1237656494043234363
587724197202559154,1237649918427463860
587724197202952337,1237649918427857022
587724197204000957,1237649918428905653
587724197204066427,1237649918428971189
587724197204525250,1237649918429429944
587724197204590800,1237649918429495475
587724197204721868,1237666091124850833
587724197204721900,1237678860626231501
587724197204983844,1237649918429888553
587724197205049459,1237666215143276721
587724197206294600,1237649918431199302
587724197206556777,1237649918431461483
587724197207212176,1237649918432116906
587724197207408738,1237649918432313466
587724197207408745,1237649918432313473
587724197207474354,1237649918432379083
587724197207539828,1237649918432444508
587724197207736437,1237649918432641131
587724197207801997,1237649918432772201
587724197207867531,1237649918432772217
587724197208457273,1237649918433361989
587724197208784912,1237649918433689623
587724197208784975,1237649918433689700
587724197209112767,1237649918434017524
587724197209112770,1237649918434017476
587724197209374813,1237649918434279511
587724197209899191,1237649918434803931
587724197210488906,1237649918435393603
587724197211078787,1237649918435983537
587724197211406411,1237649918436311103
587724197211471952,1237649918436376701
587724197211603084,1237649918436507828
587724197211603137,1237649918436507811
587724197211734189,1237649918436638948
587724197211865304,1237649918436769985
587724197469028541,1237656494042972305
587724197469028549,1237656494042972314
587724197737594982,1237656494579908749
587724197737660527,1237656494579974227
587724197739036775,1237649918963941461
587724197739102305,1237649918964007011
587724197739495538,1237649918964400244
587724197740085400,1237649918964990171
587724197740544218,1237649918965448896
587724197740609703,1237649918965514406
587724197741330627,1237649918966235311
587724197741592708,1237666216217149661
587724197741723858,1237666215680344242
587724197741789357,1237666090588176538
587724197741920426,1237666215143473308
587724197741920456,1237666215143473428
587724197742051470,1237666214606602467
587724197742248073,1237666214069665973
587724197743100085,1237649918968004800
587724197744738383,1237649918969643076
587724197745262743,1237649918970167470
587724197745590406,1237649918970495102
587724197745721429,1237649918970626127
587724197746114677,1237649918971019363
587724197746180116,1237649918971084821
587724197746180271,1237649918971085019
587724197746245742,1237649918971150443
587724197746835470,1237649918971740171
587724197747490977,1237649918972395666
587724197747687607,1237649918972592307
587724197748605038,1237649918973509742
587724198274662549,1237656495116976306
587724198275121308,1237649919500025992
587724198275318000,1237649919500222499
587724198275645532,1237649919500550223
587724198275973230,1237649919500877929
587724198276825213,1237649919501729925
587724198277152917,1237649919502057612
587724198277218488,1237649919502123198
587724198277283955,1237649919502188659
587724198277873925,1237649919502778620
587724198278004802,1237649919502909499
587724198278135953,1237649919503040651
587724198278463615,1237666216217346244
587724198278463694,1237666091125113171
587724198278725806,1237666090588373145
587724198279184549,1237666214069928153
587724198279250131,1237666088977760466
587724198279250146,1237666088977760448
587724198279381151,1237666213533122696
587724198279512140,1237649919504416938
587724198280036520,1237649919504941220
587724198280167502,1237649919505072195
587724198280298587,1237649919505203288
587724198280298602,1237649919505203301
587724198280626198,1237649919505530901
587724198281085018,1237649919505989724
587724198281085022,1237649919505989729
587724198281805957,1237649919506710717
587724198282592476,1237649919507497196
587724198282723498,1237649919507628240
587724198282920096,1237649919507824803
587724198283051120,1237649919507955826
587724198283378798,1237649919508283495
587724198283444355,1237649919508349036
587724198283772045,1237649919508676758
587724198283837539,1237649919508742248
587724198283903017,1237649919508807815
587724198284230823,1237649919509135524
587724198284558546,1237649919509463221
587724198284623956,1237649919509528682
587724198284886048,1237649919509790842
587724198285541435,1237649919510446221
587724198811402376,1237656495653716126
587724198811598877,1237656495653912734
587724198812188787,1237649920037093380
587724198812254259,1237649920037158962
587724198813827222,1237649920038731902
587724198813827225,1237653651840565405
587724198814285945,1237649920039190642
587724198814351504,1237649920039256187
587724198814351534,1237649920039256228
587724198814417027,1237649920039321727
587724198814548125,1237649920039452801
587724198814875820,1237649920039780505
587724198814875945,1237649920039780625
587724198814941375,1237649920039846053
587724198815137899,1237649920040042587
587724198815400135,1237666091125309637
587724198816055391,1237666214070059072
587724198816579694,1237649920041484373
587724198816579741,1237649920041484429
587724198816579748,1237649920041484436
587724198816645349,1237649920041550047
587724198816841930,1237649920041746635
587724198817824989,1237649920042729756
587724198818480226,1237649920043384923
587724198818742516,1237649920043647256
587724198819397752,1237649920044302435
587724198819856514,1237649920044761198
587724198820577450,1237649920045482141
587724198820642925,1237649920045547616
587724198821298283,1237649920046202994
587724198821363824,1237649920046268526
587724198821494941,1237649920046399632
587724198821495003,1237649920046399703
587724199079641276,1237656495653519558
587724199348797600,1237649920573702316
587724199349583958,1237649954399715361
587724199349584087,1237649920574488779
587724199349780585,1237649920574685279
587724199350042746,1237649920574947350
587724199350042799,1237649920574947349
587724199350042802,1237649920574947500
587724199350042803,1237649920574947506
587724199350108310,1237649920575013011
587724199351156966,1237649920576061661
587724199351353658,1237649920576258370
587724199351550051,1237649920576454745
587724199351550088,1237649920576454785
587724199351943354,1237649920576848035
587724199352205454,1237666216217673911
587724199352271022,1237666091125571664
587724199353712853,1237649920578617541
587724199353909440,1237649920578814147
587724199353909450,1237649920578814141
587724199353974909,1237649920578879523
587724199354302653,1237649920579207350
587724199355285624,1237649920580190415
587724199355351072,1237649920580255774
587724199356596389,1237649920581501102
587724199357513831,1237649920582418540
587724199357579398,1237649920582484073
587724199358103671,1237649920583008370
587724199358890184,1237649920583794862
587724199359021193,1237649920583925896
587724199359086612,1237649920583991314
587724199359283298,1237649920584187970
587724199885537310,1237649921110442008
587724199886717110,1237649921111621853
587724199886717111,1237649921111621860
587724199887306952,1237649921112211669
587724199887503559,1237649921112408262
587724199887700060,1237649921112604812
587724199887765684,1237649921112670421
587724199888158839,1237649921113063671
587724199888552063,1237649921113456769
587724199888748657,1237649921113653365
587724199889076371,1237666216217935979
587724199889141872,1237666091125768392
587724199889469494,1237666215144194230
587724199889600592,1237666214607323265
587724199889666285,1237666214607323455
587724199889666313,1237666089515090160
587724199889731762,1237666089515155538
587724199889797288,1237666214070452472
587724199889862817,1237666088978284625
587724199889993831,1237666213533646976
587724199890190453,1237649921115095146
587724199890256040,1237649921115160870
587724199891239041,1237649921116143736
587724199892090977,1237649921116995658
587724199892418681,1237649921117323296
587724199892418690,1237649921117323417
587724199892680846,1237649921117585554
587724199893008520,1237649921117913218
587724199893074021,1237649921117978744
587724199893205142,1237649921118109824
587724199893532805,1237649921118437492
587724199894188216,1237649921119092934
587724199894188233,1237649921119092949
587724199894188234,1237679167160975533
587724199895367860,1237670961618288791
587724199895957535,1237670960007872597
587724231562821719,1237653650764333160
587724231563804794,1237653650765316244
587724231564263512,1237653650765774949
587724231564263559,1237653650765775023
587724231564329083,1237653650765840562
587724231564329136,1237653650765840637
587724231564329151,1237653650765840666
587724231564853349,1237653650766364797
587724231564918812,1237653650766430245
587724231565705293,1237653650767216805
587724231565705339,1237653650767216922
587724231565836420,1237653650767347893
587724231567147190,1237666215143342236
587724231567605823,1237666088977498183
587724231567802511,1237653650769313995
587724231567999106,1237653650769510564
587724231568195634,1237653650769707063
587724231568392358,1237653650769903822
587724231569375367,1237653650770886838
587724231570030715,1237653650771542161
587724231570030740,1237653650771542187
587724231570161757,1237653650771673185
587724231570554942,1237653650772066363
587724231570620516,1237653650772131883
587724231570751577,1237653650772263015
587724231570948154,1237653650772459544
587724231571013765,1237653650772525209
587724231571144807,1237653650772656289
587724231571144833,1237653650772656314
587724231571144863,1237653650772656419
587724231571210327,1237653650772721760
587724231571210378,1237653650772721839
587724231571341321,1237653650772852748
587724231571341480,1237653650772852966
587724231571734675,1237653650773246102
587724231571800208,1237653650773311626
587724231571865673,1237653650773377105
587724231572979853,1237653650774491342
587724231573176462,1237653650774687986
587724231573373040,1237653650774884483
587724231573438558,1237653650774950002
587724231573438581,1237653650774950018
587724231573766146,1237653650775277699
587724231831126135,1237653650764202138
587724231831126152,1237653650764202157
587724232099692636,1237653651301204081
587724232099954700,1237653651301466128
587724232099954780,1237653651301466225
587724232100479089,1237653651301990548
587724232102641813,1237653651304153305
587724232102838424,1237653651304349868
587724232102969541,1237653651304480963
587724232103559306,1237666091661918433
587724232103624824,1237666216217280634
587724232103690393,1237666216217215187
587724232103755886,1237666091125113052
587724232103952576,1237666215143538863
587724232104018070,1237666215143473466
587724232104476787,1237666088977694867
587724232104804433,1237653651306315931
587724232105328858,1237653651306840298
587724232107163738,1237653651308675170
587724232107294834,1237653651308806172
587724232107556929,1237653651309068362
587724232107884701,1237653651309396042
587724232108081343,1237653651309592894
587724232108212325,1237653651309723760
587724232108474562,1237653651309986071
587724232108540017,1237653651310051510
587724232108998860,1237653651310510332
587724232109326475,1237653651310837887
587724232110440548,1237653651311951985
587724232110440554,1237653651311951989
587724232110506158,1237653651312017608
